year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2017,Q,Health Care and Social Assistance,g_100-199,Salaries and wages paid,738.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,g_100-199,"Sales, government funding, grants and subsidies",1824.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,g_100-199,Total income,2000.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,g_100-199,Total expenditure,1770.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,154.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,g_100-199,Total assets,4589.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,g_100-199,Fixed tangible assets,1428.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,h_200+,Activity unit,78.0,COUNT
2017,Q,Health Care and Social Assistance,h_200+,Salaries and wages paid,2264.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,h_200+,"Sales, government funding, grants and subsidies",3921.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,h_200+,Total income,4181.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,h_200+,Total expenditure,3828.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,284.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,h_200+,Total assets,5545.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,h_200+,Fixed tangible assets,2357.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,i_Industry_Total,Salaries and wages paid,6880.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,1932.0,DOLLARS(millions)
2017,Q,Health Care and Social Assistance,i_Industry_Total,Fixed tangible assets,7722.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,a_0,Activity unit,6417.0,COUNT
2017,R,Arts and Recreation Services,a_0,Rolling mean employees,0.0,COUNT
2017,R,Arts and Recreation Services,a_0,Salaries and wages paid,109.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,a_0,"Sales, government funding, grants and subsidies",727.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,a_0,Total income,877.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,a_0,Total expenditure,664.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,a_0,Operating profit before tax,177.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,a_0,Total assets,1561.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,a_0,Fixed tangible assets,983.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,b_1-5,Activity unit,2415.0,COUNT
2017,R,Arts and Recreation Services,b_1-5,Rolling mean employees,4914.0,COUNT
2017,R,Arts and Recreation Services,b_1-5,Salaries and wages paid,151.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,b_1-5,"Sales, government funding, grants and subsidies",677.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,b_1-5,Total income,828.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,b_1-5,Total expenditure,780.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,b_1-5,Operating profit before tax,45.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,b_1-5,Total assets,1297.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,b_1-5,Fixed tangible assets,784.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,c_6-9,Activity unit,372.0,COUNT
2017,R,Arts and Recreation Services,c_6-9,Rolling mean employees,2670.0,COUNT
2017,R,Arts and Recreation Services,c_6-9,Salaries and wages paid,70.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,c_6-9,"Sales, government funding, grants and subsidies",240.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,c_6-9,Total income,282.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,c_6-9,Total expenditure,269.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,c_6-9,Operating profit before tax,13.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,c_6-9,Total assets,391.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,c_6-9,Fixed tangible assets,289.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,d_10-19,Activity unit,375.0,COUNT
2017,R,Arts and Recreation Services,d_10-19,Rolling mean employees,5100.0,COUNT
2017,R,Arts and Recreation Services,d_10-19,Salaries and wages paid,159.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,d_10-19,"Sales, government funding, grants and subsidies",410.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,d_10-19,Total income,550.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,d_10-19,Total expenditure,519.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,d_10-19,Operating profit before tax,24.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,d_10-19,Total assets,770.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,d_10-19,Fixed tangible assets,506.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,e_20-49,Activity unit,216.0,COUNT
2017,R,Arts and Recreation Services,e_20-49,Rolling mean employees,6444.0,COUNT
2017,R,Arts and Recreation Services,e_20-49,Salaries and wages paid,233.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,e_20-49,"Sales, government funding, grants and subsidies",730.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,e_20-49,Total income,932.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,e_20-49,Total expenditure,910.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,e_20-49,Total assets,2018.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,e_20-49,Fixed tangible assets,1640.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,f_50-99,Activity unit,51.0,COUNT
2017,R,Arts and Recreation Services,f_50-99,Rolling mean employees,3327.0,COUNT
2017,R,Arts and Recreation Services,f_50-99,Salaries and wages paid,128.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,f_50-99,"Sales, government funding, grants and subsidies",328.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,f_50-99,Total income,461.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,f_50-99,Total expenditure,414.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,f_50-99,Operating profit before tax,19.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,f_50-99,Total assets,791.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,f_50-99,Fixed tangible assets,426.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,g_100-199,Activity unit,18.0,COUNT
2017,R,Arts and Recreation Services,g_100-199,Rolling mean employees,2439.0,COUNT
2017,R,Arts and Recreation Services,g_100-199,Salaries and wages paid,78.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,g_100-199,"Sales, government funding, grants and subsidies",717.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,g_100-199,Total income,761.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,g_100-199,Total expenditure,460.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,g_100-199,Total assets,372.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,g_100-199,Fixed tangible assets,112.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,h_200+,Activity unit,15.0,COUNT
2017,R,Arts and Recreation Services,h_200+,Rolling mean employees,9726.0,COUNT
2017,R,Arts and Recreation Services,h_200+,Salaries and wages paid,423.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,h_200+,"Sales, government funding, grants and subsidies",3481.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,h_200+,Total income,3601.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,h_200+,Total expenditure,3253.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,h_200+,Operating profit before tax,381.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,h_200+,Total assets,3306.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,h_200+,Fixed tangible assets,2385.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,i_Industry_Total,Activity unit,9882.0,COUNT
2017,R,Arts and Recreation Services,i_Industry_Total,Salaries and wages paid,1353.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,i_Industry_Total,"Sales, government funding, grants and subsidies",7309.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,i_Industry_Total,Total income,8292.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,i_Industry_Total,Total expenditure,7268.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,968.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,i_Industry_Total,Total assets,10505.0,DOLLARS(millions)
2017,R,Arts and Recreation Services,i_Industry_Total,Fixed tangible assets,7125.0,DOLLARS(millions)
2017,S,Other Services,a_0,Activity unit,9723.0,COUNT
2017,S,Other Services,a_0,Rolling mean employees,0.0,COUNT
2017,S,Other Services,a_0,Salaries and wages paid,206.0,DOLLARS(millions)
2017,S,Other Services,a_0,"Sales, government funding, grants and subsidies",1173.0,DOLLARS(millions)
2017,S,Other Services,a_0,Total income,1430.0,DOLLARS(millions)
2017,S,Other Services,a_0,Total expenditure,1188.0,DOLLARS(millions)
2017,S,Other Services,a_0,Operating profit before tax,228.0,DOLLARS(millions)
2017,S,Other Services,a_0,Total assets,2811.0,DOLLARS(millions)
2017,S,Other Services,a_0,Fixed tangible assets,1160.0,DOLLARS(millions)
2017,S,Other Services,b_1-5,Activity unit,9045.0,COUNT
2017,S,Other Services,b_1-5,Salaries and wages paid,925.0,DOLLARS(millions)
2017,S,Other Services,b_1-5,"Sales, government funding, grants and subsidies",2817.0,DOLLARS(millions)
2017,S,Other Services,b_1-5,Total income,3090.0,DOLLARS(millions)
2017,S,Other Services,b_1-5,Total expenditure,2780.0,DOLLARS(millions)
2017,S,Other Services,b_1-5,Operating profit before tax,265.0,DOLLARS(millions)
2017,S,Other Services,b_1-5,Total assets,3385.0,DOLLARS(millions)
2017,S,Other Services,b_1-5,Fixed tangible assets,884.0,DOLLARS(millions)
2017,S,Other Services,c_6-9,Activity unit,1602.0,COUNT
2017,S,Other Services,c_6-9,Rolling mean employees,11310.0,COUNT
2017,S,Other Services,c_6-9,Salaries and wages paid,489.0,DOLLARS(millions)
2017,S,Other Services,c_6-9,"Sales, government funding, grants and subsidies",1417.0,DOLLARS(millions)
2017,S,Other Services,c_6-9,Total income,1584.0,DOLLARS(millions)
2017,S,Other Services,c_6-9,Total expenditure,1389.0,DOLLARS(millions)
2017,S,Other Services,c_6-9,Operating profit before tax,129.0,DOLLARS(millions)
2017,S,Other Services,c_6-9,Total assets,1564.0,DOLLARS(millions)
2017,S,Other Services,c_6-9,Fixed tangible assets,265.0,DOLLARS(millions)
2017,S,Other Services,d_10-19,Activity unit,831.0,COUNT
2017,S,Other Services,d_10-19,Rolling mean employees,10878.0,COUNT
2017,S,Other Services,d_10-19,Salaries and wages paid,471.0,DOLLARS(millions)
2017,S,Other Services,d_10-19,"Sales, government funding, grants and subsidies",1408.0,DOLLARS(millions)
2017,S,Other Services,d_10-19,Total income,1526.0,DOLLARS(millions)
2017,S,Other Services,d_10-19,Total expenditure,1392.0,DOLLARS(millions)
2017,S,Other Services,d_10-19,Operating profit before tax,126.0,DOLLARS(millions)
2017,S,Other Services,d_10-19,Total assets,1766.0,DOLLARS(millions)
2017,S,Other Services,d_10-19,Fixed tangible assets,486.0,DOLLARS(millions)
2017,S,Other Services,e_20-49,Activity unit,297.0,COUNT
2017,S,Other Services,e_20-49,Rolling mean employees,8319.0,COUNT
2017,S,Other Services,e_20-49,Salaries and wages paid,393.0,DOLLARS(millions)
2017,S,Other Services,e_20-49,"Sales, government funding, grants and subsidies",1148.0,DOLLARS(millions)
2017,S,Other Services,e_20-49,Total income,1440.0,DOLLARS(millions)
2017,S,Other Services,e_20-49,Total expenditure,1265.0,DOLLARS(millions)
2017,S,Other Services,e_20-49,Operating profit before tax,37.0,DOLLARS(millions)
2017,S,Other Services,e_20-49,Total assets,2482.0,DOLLARS(millions)
2017,S,Other Services,e_20-49,Fixed tangible assets,389.0,DOLLARS(millions)
2017,S,Other Services,f_50-99,Activity unit,54.0,COUNT
2017,S,Other Services,f_50-99,Rolling mean employees,3642.0,COUNT
2017,S,Other Services,f_50-99,Salaries and wages paid,180.0,DOLLARS(millions)
2017,S,Other Services,f_50-99,"Sales, government funding, grants and subsidies",452.0,DOLLARS(millions)
2017,S,Other Services,f_50-99,Total income,539.0,DOLLARS(millions)
2017,S,Other Services,f_50-99,Total expenditure,521.0,DOLLARS(millions)
2017,S,Other Services,f_50-99,Operating profit before tax,20.0,DOLLARS(millions)
2017,S,Other Services,f_50-99,Total assets,391.0,DOLLARS(millions)
2017,S,Other Services,f_50-99,Fixed tangible assets,133.0,DOLLARS(millions)
2017,S,Other Services,g_100-199,Activity unit,21.0,COUNT
2017,S,Other Services,g_100-199,Rolling mean employees,3159.0,COUNT
2017,S,Other Services,g_100-199,Salaries and wages paid,141.0,DOLLARS(millions)
2017,S,Other Services,g_100-199,"Sales, government funding, grants and subsidies",234.0,DOLLARS(millions)
2017,S,Other Services,g_100-199,Total income,398.0,DOLLARS(millions)
2017,S,Other Services,g_100-199,Total expenditure,395.0,DOLLARS(millions)
2017,S,Other Services,g_100-199,Operating profit before tax,11.0,DOLLARS(millions)
2017,S,Other Services,g_100-199,Total assets,319.0,DOLLARS(millions)
2017,S,Other Services,g_100-199,Fixed tangible assets,96.0,DOLLARS(millions)
2017,S,Other Services,h_200+,Activity unit,6.0,COUNT
2017,S,Other Services,h_200+,Rolling mean employees,2655.0,COUNT
2017,S,Other Services,h_200+,Salaries and wages paid,158.0,DOLLARS(millions)
2017,S,Other Services,h_200+,"Sales, government funding, grants and subsidies",395.0,DOLLARS(millions)
2017,S,Other Services,h_200+,Total income,483.0,DOLLARS(millions)
2017,S,Other Services,h_200+,Total expenditure,442.0,DOLLARS(millions)
2017,S,Other Services,h_200+,Operating profit before tax,22.0,DOLLARS(millions)
2017,S,Other Services,h_200+,Total assets,621.0,DOLLARS(millions)
2017,S,Other Services,h_200+,Fixed tangible assets,202.0,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Salaries and wages paid,2962.0,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,"Sales, government funding, grants and subsidies",9045.0,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Total income,10491.0,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Total expenditure,9373.0,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Operating profit before tax,837.0,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Total assets,13340.0,DOLLARS(millions)
2017,S,Other Services,i_Industry_Total,Fixed tangible assets,3615.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Rolling mean employees,0.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",a_0,Salaries and wages paid,377.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,"Sales, government funding, grants and subsidies",10582.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Total income,12468.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Total expenditure,8841.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,2193.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Salaries and wages paid,1968.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1979.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Activity unit,2229.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Salaries and wages paid,712.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,"Sales, government funding, grants and subsidies",4256.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Total income,4409.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Total expenditure,3899.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,431.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",c_6-9,Fixed tangible assets,9075.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Activity unit,1251.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Salaries and wages paid,690.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,"Sales, government funding, grants and subsidies",3458.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Total income,3602.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Total expenditure,3213.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,335.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Total assets,9927.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",d_10-19,Fixed tangible assets,5212.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Activity unit,582.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Salaries and wages paid,644.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,"Sales, government funding, grants and subsidies",3211.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Total income,3395.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Total expenditure,2997.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,279.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Total assets,6799.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",e_20-49,Fixed tangible assets,3291.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Activity unit,144.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Rolling mean employees,9450.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Salaries and wages paid,349.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,"Sales, government funding, grants and subsidies",1501.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Total income,1610.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Total expenditure,1424.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,174.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Total assets,4210.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",f_50-99,Fixed tangible assets,1595.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Activity unit,36.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Rolling mean employees,5154.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Salaries and wages paid,198.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,"Sales, government funding, grants and subsidies",638.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Total income,642.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Total expenditure,602.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,35.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",g_100-199,Total assets,524.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Activity unit,21.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",h_200+,Rolling mean employees,10671.0,COUNT
2018,A,"Agriculture, Forestry and Fishing",h_200+,Salaries and wages paid,386.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,"Sales, government funding, grants and subsidies",1525.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Total income,1582.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Total expenditure,1445.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,127.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",h_200+,Total assets,3370.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Salaries and wages paid,5324.0,DOLLARS(millions)
2018,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,5552.0,DOLLARS(millions)
2018,B,Mining,a_0,Activity unit,423.0,COUNT
2018,B,Mining,a_0,Rolling mean employees,0.0,COUNT
2018,B,Mining,a_0,Salaries and wages paid,60.0,DOLLARS(millions)
2018,B,Mining,a_0,"Sales, government funding, grants and subsidies",1112.0,DOLLARS(millions)
2018,B,Mining,a_0,Total income,1637.0,DOLLARS(millions)
2018,B,Mining,a_0,Total expenditure,1025.0,DOLLARS(millions)
2018,B,Mining,a_0,Operating profit before tax,281.0,DOLLARS(millions)
2018,B,Mining,a_0,Total assets,3940.0,DOLLARS(millions)
2018,B,Mining,a_0,Fixed tangible assets,1486.0,DOLLARS(millions)
2018,B,Mining,b_1-5,Activity unit,150.0,COUNT
2018,B,Mining,b_1-5,Rolling mean employees,342.0,COUNT
2018,B,Mining,b_1-5,Salaries and wages paid,37.0,DOLLARS(millions)
2018,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",526.0,DOLLARS(millions)
2018,B,Mining,b_1-5,Total expenditure,377.0,DOLLARS(millions)
2018,B,Mining,b_1-5,Total assets,1129.0,DOLLARS(millions)
2018,B,Mining,b_1-5,Fixed tangible assets,687.0,DOLLARS(millions)
2018,B,Mining,c_6-9,Activity unit,27.0,COUNT
2018,B,Mining,c_6-9,Rolling mean employees,180.0,COUNT
2018,B,Mining,c_6-9,Salaries and wages paid,14.0,DOLLARS(millions)
2018,B,Mining,c_6-9,"Sales, government funding, grants and subsidies",111.0,DOLLARS(millions)
2018,B,Mining,c_6-9,Total expenditure,119.0,DOLLARS(millions)
2018,B,Mining,c_6-9,Operating profit before tax,9.0,DOLLARS(millions)
2018,B,Mining,c_6-9,Total assets,283.0,DOLLARS(millions)
2018,B,Mining,c_6-9,Fixed tangible assets,35.0,DOLLARS(millions)
2018,B,Mining,d_10-19,Activity unit,33.0,COUNT
2018,B,Mining,d_10-19,Rolling mean employees,504.0,COUNT
2018,B,Mining,d_10-19,Salaries and wages paid,38.0,DOLLARS(millions)
2018,B,Mining,d_10-19,"Sales, government funding, grants and subsidies",182.0,DOLLARS(millions)
2018,B,Mining,d_10-19,Total income,185.0,DOLLARS(millions)
2018,B,Mining,d_10-19,Total expenditure,158.0,DOLLARS(millions)
2018,B,Mining,d_10-19,Operating profit before tax,26.0,DOLLARS(millions)
2018,B,Mining,d_10-19,Total assets,270.0,DOLLARS(millions)
2018,B,Mining,d_10-19,Fixed tangible assets,150.0,DOLLARS(millions)
2018,B,Mining,e_20-49,Activity unit,27.0,COUNT
2018,B,Mining,e_20-49,Rolling mean employees,774.0,COUNT
2018,B,Mining,e_20-49,Salaries and wages paid,75.0,DOLLARS(millions)
2018,B,Mining,e_20-49,"Sales, government funding, grants and subsidies",394.0,DOLLARS(millions)
2018,B,Mining,e_20-49,Total income,410.0,DOLLARS(millions)
2018,B,Mining,e_20-49,Total expenditure,367.0,DOLLARS(millions)
2018,B,Mining,e_20-49,Operating profit before tax,34.0,DOLLARS(millions)
2018,B,Mining,e_20-49,Total assets,586.0,DOLLARS(millions)
2018,B,Mining,e_20-49,Fixed tangible assets,309.0,DOLLARS(millions)
2018,B,Mining,f_50-99,Activity unit,12.0,COUNT
2018,B,Mining,f_50-99,Rolling mean employees,711.0,COUNT
2018,B,Mining,f_50-99,Salaries and wages paid,100.0,DOLLARS(millions)
2018,B,Mining,f_50-99,"Sales, government funding, grants and subsidies",931.0,DOLLARS(millions)
2018,B,Mining,f_50-99,Total income,1196.0,DOLLARS(millions)
2018,B,Mining,f_50-99,Total expenditure,874.0,DOLLARS(millions)
2018,B,Mining,f_50-99,Operating profit before tax,265.0,DOLLARS(millions)
2018,B,Mining,f_50-99,Total assets,2585.0,DOLLARS(millions)
2018,B,Mining,g_100-199,Activity unit,9.0,COUNT
2018,B,Mining,g_100-199,Rolling mean employees,1194.0,COUNT
2018,B,Mining,g_100-199,Salaries and wages paid,115.0,DOLLARS(millions)
2018,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",690.0,DOLLARS(millions)
2018,B,Mining,g_100-199,Total income,1241.0,DOLLARS(millions)
2018,B,Mining,g_100-199,Total expenditure,1197.0,DOLLARS(millions)
2018,B,Mining,g_100-199,Total assets,2203.0,DOLLARS(millions)
2018,B,Mining,g_100-199,Fixed tangible assets,362.0,DOLLARS(millions)
2018,B,Mining,h_200+,Activity unit,3.0,COUNT
2018,B,Mining,h_200+,Rolling mean employees,1491.0,COUNT
2018,B,Mining,h_200+,Salaries and wages paid,205.0,DOLLARS(millions)
2018,B,Mining,h_200+,"Sales, government funding, grants and subsidies",1217.0,DOLLARS(millions)
2018,B,Mining,h_200+,Total income,1221.0,DOLLARS(millions)
2018,B,Mining,h_200+,Total expenditure,1091.0,DOLLARS(millions)
2018,B,Mining,h_200+,Total assets,1013.0,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Activity unit,684.0,COUNT
2018,B,Mining,i_Industry_Total,Rolling mean employees,5196.0,COUNT
2018,B,Mining,i_Industry_Total,Salaries and wages paid,644.0,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",5164.0,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total income,7282.0,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total expenditure,5207.0,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Operating profit before tax,2182.0,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Total assets,12009.0,DOLLARS(millions)
2018,B,Mining,i_Industry_Total,Fixed tangible assets,5376.0,DOLLARS(millions)
2018,C,Manufacturing,a_0,Activity unit,8856.0,COUNT
2018,C,Manufacturing,a_0,Rolling mean employees,0.0,COUNT
2018,C,Manufacturing,a_0,Salaries and wages paid,317.0,DOLLARS(millions)
2018,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",2218.0,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total income,2237.0,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total expenditure,2004.0,DOLLARS(millions)
2018,C,Manufacturing,a_0,Operating profit before tax,256.0,DOLLARS(millions)
2018,C,Manufacturing,a_0,Total assets,3402.0,DOLLARS(millions)
2018,C,Manufacturing,a_0,Fixed tangible assets,1777.0,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Activity unit,6771.0,COUNT
2018,C,Manufacturing,b_1-5,Salaries and wages paid,803.0,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",4416.0,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total income,4467.0,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total expenditure,4110.0,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Operating profit before tax,398.0,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Total assets,2891.0,DOLLARS(millions)
2018,C,Manufacturing,b_1-5,Fixed tangible assets,756.0,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,Activity unit,1818.0,COUNT
2018,C,Manufacturing,c_6-9,Rolling mean employees,13296.0,COUNT
2018,C,Manufacturing,c_6-9,Salaries and wages paid,649.0,DOLLARS(millions)
2018,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2828.0,DOLLARS(millions)
