year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2013,B,Mining,f_50-99,Total income,1960.0,DOLLARS(millions)
2013,B,Mining,f_50-99,Total expenditure,814.0,DOLLARS(millions)
2013,B,Mining,f_50-99,Total assets,2927.0,DOLLARS(millions)
2013,B,Mining,f_50-99,Fixed tangible assets,1306.0,DOLLARS(millions)
2013,B,Mining,g_100-199,Activity unit,9.0,COUNT
2013,B,Mining,g_100-199,Rolling mean employees,876.0,COUNT
2013,B,Mining,g_100-199,Salaries and wages paid,104.0,DOLLARS(millions)
2013,B,Mining,g_100-199,"Sales, government funding, grants and subsidies",504.0,DOLLARS(millions)
2013,B,Mining,g_100-199,Total income,527.0,DOLLARS(millions)
2013,B,Mining,g_100-199,Total expenditure,468.0,DOLLARS(millions)
2013,B,Mining,g_100-199,Operating profit before tax,41.0,DOLLARS(millions)
2013,B,Mining,g_100-199,Total assets,936.0,DOLLARS(millions)
2013,B,Mining,g_100-199,Fixed tangible assets,287.0,DOLLARS(millions)
2013,B,Mining,h_200+,Activity unit,6.0,COUNT
2013,B,Mining,h_200+,Rolling mean employees,2586.0,COUNT
2013,B,Mining,h_200+,Salaries and wages paid,308.0,DOLLARS(millions)
2013,B,Mining,h_200+,"Sales, government funding, grants and subsidies",1617.0,DOLLARS(millions)
2013,B,Mining,h_200+,Total income,1625.0,DOLLARS(millions)
2013,B,Mining,h_200+,Total expenditure,1856.0,DOLLARS(millions)
2013,B,Mining,h_200+,Operating profit before tax,45.0,DOLLARS(millions)
2013,B,Mining,h_200+,Fixed tangible assets,912.0,DOLLARS(millions)
2013,B,Mining,i_Industry_Total,Activity unit,687.0,COUNT
2013,B,Mining,i_Industry_Total,Rolling mean employees,6027.0,COUNT
2013,B,Mining,i_Industry_Total,Salaries and wages paid,749.0,DOLLARS(millions)
2013,B,Mining,i_Industry_Total,"Sales, government funding, grants and subsidies",6772.0,DOLLARS(millions)
2013,B,Mining,i_Industry_Total,Total income,8065.0,DOLLARS(millions)
2013,B,Mining,i_Industry_Total,Total expenditure,6162.0,DOLLARS(millions)
2013,B,Mining,i_Industry_Total,Fixed tangible assets,8597.0,DOLLARS(millions)
2013,C,Manufacturing,a_0,Activity unit,8325.0,COUNT
2013,C,Manufacturing,a_0,Rolling mean employees,0.0,COUNT
2013,C,Manufacturing,a_0,Salaries and wages paid,169.0,DOLLARS(millions)
2013,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",1872.0,DOLLARS(millions)
2013,C,Manufacturing,a_0,Total income,1891.0,DOLLARS(millions)
2013,C,Manufacturing,a_0,Total expenditure,1778.0,DOLLARS(millions)
2013,C,Manufacturing,a_0,Operating profit before tax,110.0,DOLLARS(millions)
2013,C,Manufacturing,a_0,Total assets,2238.0,DOLLARS(millions)
2013,C,Manufacturing,a_0,Fixed tangible assets,626.0,DOLLARS(millions)
2013,C,Manufacturing,b_1-5,Activity unit,6867.0,COUNT
2013,C,Manufacturing,b_1-5,Salaries and wages paid,653.0,DOLLARS(millions)
2013,C,Manufacturing,b_1-5,"Sales, government funding, grants and subsidies",3629.0,DOLLARS(millions)
2013,C,Manufacturing,b_1-5,Total income,3671.0,DOLLARS(millions)
2013,C,Manufacturing,b_1-5,Total expenditure,4170.0,DOLLARS(millions)
2013,C,Manufacturing,b_1-5,Operating profit before tax,49.0,DOLLARS(millions)
2013,C,Manufacturing,b_1-5,Total assets,2127.0,DOLLARS(millions)
2013,C,Manufacturing,b_1-5,Fixed tangible assets,597.0,DOLLARS(millions)
2013,C,Manufacturing,c_6-9,Activity unit,1848.0,COUNT
2013,C,Manufacturing,c_6-9,Rolling mean employees,13383.0,COUNT
2013,C,Manufacturing,c_6-9,Salaries and wages paid,564.0,DOLLARS(millions)
2013,C,Manufacturing,c_6-9,"Sales, government funding, grants and subsidies",2261.0,DOLLARS(millions)
2013,C,Manufacturing,c_6-9,Total income,2277.0,DOLLARS(millions)
2013,C,Manufacturing,c_6-9,Total expenditure,2121.0,DOLLARS(millions)
2013,C,Manufacturing,c_6-9,Operating profit before tax,166.0,DOLLARS(millions)
2013,C,Manufacturing,c_6-9,Total assets,1413.0,DOLLARS(millions)
2013,C,Manufacturing,c_6-9,Fixed tangible assets,374.0,DOLLARS(millions)
2013,C,Manufacturing,d_10-19,Activity unit,1821.0,COUNT
2013,C,Manufacturing,d_10-19,Salaries and wages paid,1154.0,DOLLARS(millions)
2013,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",4547.0,DOLLARS(millions)
2013,C,Manufacturing,d_10-19,Total income,4570.0,DOLLARS(millions)
2013,C,Manufacturing,d_10-19,Total expenditure,4455.0,DOLLARS(millions)
2013,C,Manufacturing,d_10-19,Operating profit before tax,165.0,DOLLARS(millions)
2013,C,Manufacturing,d_10-19,Total assets,2777.0,DOLLARS(millions)
2013,C,Manufacturing,d_10-19,Fixed tangible assets,623.0,DOLLARS(millions)
2013,C,Manufacturing,e_20-49,Activity unit,1053.0,COUNT
2013,C,Manufacturing,e_20-49,Salaries and wages paid,1518.0,DOLLARS(millions)
2013,C,Manufacturing,e_20-49,"Sales, government funding, grants and subsidies",7464.0,DOLLARS(millions)
2013,C,Manufacturing,e_20-49,Total income,7532.0,DOLLARS(millions)
2013,C,Manufacturing,e_20-49,Total expenditure,7160.0,DOLLARS(millions)
2013,C,Manufacturing,e_20-49,Operating profit before tax,447.0,DOLLARS(millions)
2013,C,Manufacturing,e_20-49,Total assets,5438.0,DOLLARS(millions)
2013,C,Manufacturing,e_20-49,Fixed tangible assets,1653.0,DOLLARS(millions)
2013,C,Manufacturing,f_50-99,Activity unit,384.0,COUNT
2013,C,Manufacturing,f_50-99,Salaries and wages paid,1402.0,DOLLARS(millions)
2013,C,Manufacturing,f_50-99,"Sales, government funding, grants and subsidies",12717.0,DOLLARS(millions)
2013,C,Manufacturing,f_50-99,Total income,12869.0,DOLLARS(millions)
2013,C,Manufacturing,f_50-99,Total expenditure,12439.0,DOLLARS(millions)
2013,C,Manufacturing,f_50-99,Operating profit before tax,628.0,DOLLARS(millions)
2013,C,Manufacturing,f_50-99,Total assets,7492.0,DOLLARS(millions)
2013,C,Manufacturing,f_50-99,Fixed tangible assets,2107.0,DOLLARS(millions)
2013,C,Manufacturing,g_100-199,Activity unit,159.0,COUNT
2013,C,Manufacturing,g_100-199,Salaries and wages paid,1353.0,DOLLARS(millions)
2013,C,Manufacturing,g_100-199,"Sales, government funding, grants and subsidies",9295.0,DOLLARS(millions)
2013,C,Manufacturing,g_100-199,Total income,9482.0,DOLLARS(millions)
2013,C,Manufacturing,g_100-199,Total expenditure,9132.0,DOLLARS(millions)
2013,C,Manufacturing,g_100-199,Operating profit before tax,584.0,DOLLARS(millions)
2013,C,Manufacturing,g_100-199,Total assets,7385.0,DOLLARS(millions)
2013,C,Manufacturing,g_100-199,Fixed tangible assets,2303.0,DOLLARS(millions)
2013,C,Manufacturing,h_200+,Activity unit,144.0,COUNT
2013,C,Manufacturing,h_200+,Salaries and wages paid,5808.0,DOLLARS(millions)
2013,C,Manufacturing,h_200+,Operating profit before tax,2165.0,DOLLARS(millions)
2013,C,Manufacturing,i_Industry_Total,Salaries and wages paid,12620.0,DOLLARS(millions)
2013,C,Manufacturing,i_Industry_Total,Operating profit before tax,4315.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Activity unit,546.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees,0.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Salaries and wages paid,33.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Total income,2154.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Total expenditure,1809.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,404.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Total assets,7504.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",a_0,Fixed tangible assets,5302.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Activity unit,327.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Rolling mean employees,633.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Salaries and wages paid,33.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,"Sales, government funding, grants and subsidies",254.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total income,338.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total expenditure,242.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,17.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Total assets,1061.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",b_1-5,Fixed tangible assets,685.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Activity unit,48.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Rolling mean employees,345.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Salaries and wages paid,15.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,"Sales, government funding, grants and subsidies",119.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total income,119.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total expenditure,108.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,11.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total assets,108.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Activity unit,48.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Rolling mean employees,633.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid,30.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,"Sales, government funding, grants and subsidies",172.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total income,175.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total expenditure,153.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,22.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total assets,265.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",d_10-19,Fixed tangible assets,185.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,33.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,Rolling mean employees,1035.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,Salaries and wages paid,58.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,"Sales, government funding, grants and subsidies",444.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total income,452.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total expenditure,397.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total assets,992.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",e_20-49,Fixed tangible assets,815.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Activity unit,18.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Rolling mean employees,1278.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,85.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,"Sales, government funding, grants and subsidies",1173.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total income,1179.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,1118.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,76.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,1855.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,12.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees,1521.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,94.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies",687.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total income,721.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,571.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,155.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,3114.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,2721.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,15.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,9558.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid,765.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",12774.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",h_200+,Total income,13276.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,11403.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1756.0,DOLLARS(millions)
2013,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1044.0,COUNT
2013,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid,1113.0,DOLLARS(millions)
2013,E,Construction,a_0,Rolling mean employees,0.0,COUNT
2013,E,Construction,a_0,Salaries and wages paid,784.0,DOLLARS(millions)
2013,E,Construction,a_0,"Sales, government funding, grants and subsidies",6806.0,DOLLARS(millions)
2013,E,Construction,a_0,Total income,6889.0,DOLLARS(millions)
2013,E,Construction,a_0,Total expenditure,6143.0,DOLLARS(millions)
2013,E,Construction,a_0,Operating profit before tax,777.0,DOLLARS(millions)
2013,E,Construction,a_0,Total assets,6785.0,DOLLARS(millions)
2013,E,Construction,a_0,Fixed tangible assets,2001.0,DOLLARS(millions)
2013,E,Construction,b_1-5,Salaries and wages paid,1535.0,DOLLARS(millions)
2013,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",7418.0,DOLLARS(millions)
2013,E,Construction,b_1-5,Total income,7491.0,DOLLARS(millions)
2013,E,Construction,b_1-5,Total expenditure,6935.0,DOLLARS(millions)
2013,E,Construction,b_1-5,Operating profit before tax,555.0,DOLLARS(millions)
2013,E,Construction,b_1-5,Total assets,4262.0,DOLLARS(millions)
2013,E,Construction,b_1-5,Fixed tangible assets,1085.0,DOLLARS(millions)
2013,E,Construction,c_6-9,Activity unit,2163.0,COUNT
2013,E,Construction,c_6-9,Salaries and wages paid,809.0,DOLLARS(millions)
2013,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",3009.0,DOLLARS(millions)
2013,E,Construction,c_6-9,Total income,3039.0,DOLLARS(millions)
2013,E,Construction,c_6-9,Total expenditure,2904.0,DOLLARS(millions)
2013,E,Construction,c_6-9,Operating profit before tax,122.0,DOLLARS(millions)
2013,E,Construction,c_6-9,Total assets,1395.0,DOLLARS(millions)
2013,E,Construction,c_6-9,Fixed tangible assets,350.0,DOLLARS(millions)
2013,E,Construction,d_10-19,Activity unit,1380.0,COUNT
2013,E,Construction,d_10-19,Salaries and wages paid,908.0,DOLLARS(millions)
2013,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",3559.0,DOLLARS(millions)
2013,E,Construction,d_10-19,Total income,3588.0,DOLLARS(millions)
2013,E,Construction,d_10-19,Total expenditure,3478.0,DOLLARS(millions)
2013,E,Construction,d_10-19,Operating profit before tax,119.0,DOLLARS(millions)
2013,E,Construction,d_10-19,Total assets,1639.0,DOLLARS(millions)
2013,E,Construction,d_10-19,Fixed tangible assets,349.0,DOLLARS(millions)
2013,E,Construction,e_20-49,Activity unit,672.0,COUNT
2013,E,Construction,e_20-49,Salaries and wages paid,1057.0,DOLLARS(millions)
2013,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",4529.0,DOLLARS(millions)
2013,E,Construction,e_20-49,Total income,4542.0,DOLLARS(millions)
2013,E,Construction,e_20-49,Total expenditure,4419.0,DOLLARS(millions)
2013,E,Construction,e_20-49,Operating profit before tax,210.0,DOLLARS(millions)
2013,E,Construction,e_20-49,Total assets,1812.0,DOLLARS(millions)
2013,E,Construction,e_20-49,Fixed tangible assets,534.0,DOLLARS(millions)
2013,E,Construction,f_50-99,Activity unit,141.0,COUNT
2013,E,Construction,f_50-99,Rolling mean employees,9282.0,COUNT
2013,E,Construction,f_50-99,Salaries and wages paid,546.0,DOLLARS(millions)
2013,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",2869.0,DOLLARS(millions)
2013,E,Construction,f_50-99,Total income,2886.0,DOLLARS(millions)
2013,E,Construction,f_50-99,Total expenditure,2786.0,DOLLARS(millions)
2013,E,Construction,f_50-99,Operating profit before tax,103.0,DOLLARS(millions)
2013,E,Construction,f_50-99,Total assets,1606.0,DOLLARS(millions)
2013,E,Construction,f_50-99,Fixed tangible assets,344.0,DOLLARS(millions)
2013,E,Construction,g_100-199,Activity unit,57.0,COUNT
2013,E,Construction,g_100-199,Rolling mean employees,8004.0,COUNT
2013,E,Construction,g_100-199,Salaries and wages paid,537.0,DOLLARS(millions)
2013,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",2316.0,DOLLARS(millions)
2013,E,Construction,g_100-199,Total income,2330.0,DOLLARS(millions)
2013,E,Construction,g_100-199,Total expenditure,2213.0,DOLLARS(millions)
2013,E,Construction,g_100-199,Operating profit before tax,123.0,DOLLARS(millions)
2013,E,Construction,g_100-199,Total assets,1316.0,DOLLARS(millions)
2013,E,Construction,g_100-199,Fixed tangible assets,581.0,DOLLARS(millions)
2013,E,Construction,h_200+,Activity unit,36.0,COUNT
2013,E,Construction,h_200+,Salaries and wages paid,1536.0,DOLLARS(millions)
2013,E,Construction,h_200+,"Sales, government funding, grants and subsidies",6037.0,DOLLARS(millions)
2013,E,Construction,h_200+,Total income,6112.0,DOLLARS(millions)
2013,E,Construction,h_200+,Total expenditure,5900.0,DOLLARS(millions)
2013,E,Construction,h_200+,Operating profit before tax,194.0,DOLLARS(millions)
2013,E,Construction,h_200+,Total assets,3500.0,DOLLARS(millions)
2013,E,Construction,h_200+,Fixed tangible assets,603.0,DOLLARS(millions)
2013,E,Construction,i_Industry_Total,Salaries and wages paid,7712.0,DOLLARS(millions)
2013,E,Construction,i_Industry_Total,Operating profit before tax,2204.0,DOLLARS(millions)
2013,E,Construction,i_Industry_Total,Fixed tangible assets,5847.0,DOLLARS(millions)
2013,F,Wholesale Trade,a_0,Activity unit,7698.0,COUNT
2013,F,Wholesale Trade,a_0,Rolling mean employees,0.0,COUNT
2013,F,Wholesale Trade,a_0,Salaries and wages paid,234.0,DOLLARS(millions)
2013,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",6130.0,DOLLARS(millions)
2013,F,Wholesale Trade,a_0,Total income,6188.0,DOLLARS(millions)
2013,F,Wholesale Trade,a_0,Total expenditure,5889.0,DOLLARS(millions)
2013,F,Wholesale Trade,a_0,Operating profit before tax,270.0,DOLLARS(millions)
2013,F,Wholesale Trade,a_0,Total assets,3053.0,DOLLARS(millions)
2013,F,Wholesale Trade,a_0,Fixed tangible assets,555.0,DOLLARS(millions)
2013,F,Wholesale Trade,b_1-5,Activity unit,6057.0,COUNT
2013,F,Wholesale Trade,b_1-5,Rolling mean employees,12879.0,COUNT
2013,F,Wholesale Trade,b_1-5,Salaries and wages paid,699.0,DOLLARS(millions)
2013,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",8279.0,DOLLARS(millions)
2013,F,Wholesale Trade,b_1-5,Total income,8356.0,DOLLARS(millions)
2013,F,Wholesale Trade,b_1-5,Total expenditure,7981.0,DOLLARS(millions)
2013,F,Wholesale Trade,b_1-5,Operating profit before tax,530.0,DOLLARS(millions)
2013,F,Wholesale Trade,b_1-5,Total assets,4116.0,DOLLARS(millions)
2013,F,Wholesale Trade,b_1-5,Fixed tangible assets,467.0,DOLLARS(millions)
2013,F,Wholesale Trade,c_6-9,Activity unit,1281.0,COUNT
2013,F,Wholesale Trade,c_6-9,Rolling mean employees,9087.0,COUNT
2013,F,Wholesale Trade,c_6-9,Salaries and wages paid,478.0,DOLLARS(millions)
2013,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",5239.0,DOLLARS(millions)
2013,F,Wholesale Trade,c_6-9,Total income,5277.0,DOLLARS(millions)
2013,F,Wholesale Trade,c_6-9,Total expenditure,5043.0,DOLLARS(millions)
2013,F,Wholesale Trade,c_6-9,Operating profit before tax,272.0,DOLLARS(millions)
2013,F,Wholesale Trade,c_6-9,Total assets,2336.0,DOLLARS(millions)
2013,F,Wholesale Trade,c_6-9,Fixed tangible assets,177.0,DOLLARS(millions)
2013,F,Wholesale Trade,d_10-19,Activity unit,903.0,COUNT
2013,F,Wholesale Trade,d_10-19,Rolling mean employees,12297.0,COUNT
2013,F,Wholesale Trade,d_10-19,Salaries and wages paid,672.0,DOLLARS(millions)
2013,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",6683.0,DOLLARS(millions)
2013,F,Wholesale Trade,d_10-19,Total income,6751.0,DOLLARS(millions)
2013,F,Wholesale Trade,d_10-19,Total expenditure,6487.0,DOLLARS(millions)
2013,F,Wholesale Trade,d_10-19,Operating profit before tax,299.0,DOLLARS(millions)
2013,F,Wholesale Trade,d_10-19,Total assets,3142.0,DOLLARS(millions)
2013,F,Wholesale Trade,d_10-19,Fixed tangible assets,187.0,DOLLARS(millions)
2013,F,Wholesale Trade,e_20-49,Activity unit,564.0,COUNT
2013,F,Wholesale Trade,e_20-49,Salaries and wages paid,1024.0,DOLLARS(millions)
2013,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",11896.0,DOLLARS(millions)
2013,F,Wholesale Trade,e_20-49,Total income,11985.0,DOLLARS(millions)
2013,F,Wholesale Trade,e_20-49,Total expenditure,11562.0,DOLLARS(millions)
2013,F,Wholesale Trade,e_20-49,Operating profit before tax,527.0,DOLLARS(millions)
2013,F,Wholesale Trade,e_20-49,Total assets,5767.0,DOLLARS(millions)
2013,F,Wholesale Trade,e_20-49,Fixed tangible assets,537.0,DOLLARS(millions)
2013,F,Wholesale Trade,f_50-99,Activity unit,219.0,COUNT
2013,F,Wholesale Trade,f_50-99,Salaries and wages paid,868.0,DOLLARS(millions)
2013,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",9804.0,DOLLARS(millions)
2013,F,Wholesale Trade,f_50-99,Total income,9934.0,DOLLARS(millions)
2013,F,Wholesale Trade,f_50-99,Total expenditure,9667.0,DOLLARS(millions)
2013,F,Wholesale Trade,f_50-99,Operating profit before tax,376.0,DOLLARS(millions)
2013,F,Wholesale Trade,f_50-99,Total assets,5622.0,DOLLARS(millions)
2013,F,Wholesale Trade,f_50-99,Fixed tangible assets,437.0,DOLLARS(millions)
2013,F,Wholesale Trade,g_100-199,Activity unit,66.0,COUNT
2013,F,Wholesale Trade,g_100-199,Rolling mean employees,8559.0,COUNT
2013,F,Wholesale Trade,g_100-199,Salaries and wages paid,552.0,DOLLARS(millions)
2013,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",8361.0,DOLLARS(millions)
2013,F,Wholesale Trade,g_100-199,Total income,8555.0,DOLLARS(millions)
2013,F,Wholesale Trade,g_100-199,Total expenditure,8263.0,DOLLARS(millions)
2013,F,Wholesale Trade,g_100-199,Operating profit before tax,323.0,DOLLARS(millions)
2013,F,Wholesale Trade,g_100-199,Total assets,4945.0,DOLLARS(millions)
2013,F,Wholesale Trade,g_100-199,Fixed tangible assets,316.0,DOLLARS(millions)
2013,F,Wholesale Trade,h_200+,Activity unit,54.0,COUNT
2013,F,Wholesale Trade,h_200+,Salaries and wages paid,1459.0,DOLLARS(millions)
2013,F,Wholesale Trade,h_200+,Operating profit before tax,471.0,DOLLARS(millions)
2013,F,Wholesale Trade,h_200+,Total assets,9286.0,DOLLARS(millions)
2013,F,Wholesale Trade,h_200+,Fixed tangible assets,1216.0,DOLLARS(millions)
2013,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,5987.0,DOLLARS(millions)
2013,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,3068.0,DOLLARS(millions)
2013,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,3892.0,DOLLARS(millions)
2013,G,Retail Trade,a_0,Activity unit,10923.0,COUNT
2013,G,Retail Trade,a_0,Rolling mean employees,0.0,COUNT
2013,G,Retail Trade,a_0,Salaries and wages paid,195.0,DOLLARS(millions)
2013,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",2985.0,DOLLARS(millions)
2013,G,Retail Trade,a_0,Total income,3013.0,DOLLARS(millions)
2013,G,Retail Trade,a_0,Total expenditure,2800.0,DOLLARS(millions)
2013,G,Retail Trade,a_0,Operating profit before tax,180.0,DOLLARS(millions)
2013,G,Retail Trade,a_0,Total assets,2058.0,DOLLARS(millions)
2013,G,Retail Trade,a_0,Fixed tangible assets,675.0,DOLLARS(millions)
2013,G,Retail Trade,b_1-5,Activity unit,10785.0,COUNT
2013,G,Retail Trade,b_1-5,Salaries and wages paid,792.0,DOLLARS(millions)
2013,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",6990.0,DOLLARS(millions)
2013,G,Retail Trade,b_1-5,Total income,7036.0,DOLLARS(millions)
2013,G,Retail Trade,b_1-5,Total expenditure,6760.0,DOLLARS(millions)
2013,G,Retail Trade,b_1-5,Operating profit before tax,311.0,DOLLARS(millions)
2013,G,Retail Trade,b_1-5,Total assets,3252.0,DOLLARS(millions)
2013,G,Retail Trade,b_1-5,Fixed tangible assets,661.0,DOLLARS(millions)
2013,G,Retail Trade,c_6-9,Activity unit,1968.0,COUNT
2013,G,Retail Trade,c_6-9,Rolling mean employees,14169.0,COUNT
2013,G,Retail Trade,c_6-9,Salaries and wages paid,462.0,DOLLARS(millions)
2013,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",3734.0,DOLLARS(millions)
2013,G,Retail Trade,c_6-9,Total income,3757.0,DOLLARS(millions)
2013,G,Retail Trade,c_6-9,Total expenditure,3635.0,DOLLARS(millions)
2013,G,Retail Trade,c_6-9,Operating profit before tax,129.0,DOLLARS(millions)
2013,G,Retail Trade,c_6-9,Total assets,1279.0,DOLLARS(millions)
2013,G,Retail Trade,c_6-9,Fixed tangible assets,238.0,DOLLARS(millions)
2013,G,Retail Trade,d_10-19,Activity unit,1416.0,COUNT
2013,G,Retail Trade,d_10-19,Salaries and wages paid,646.0,DOLLARS(millions)
2013,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",5712.0,DOLLARS(millions)
